fid,idcar_1km,i_est_1km,lcog_geo,ind,men,men_pauv,men_1ind,men_5ind,men_prop,men_fmp,ind_snv,men_surf,men_coll,men_mais,log_av45,log_45_70,log_70_90,log_ap90,log_inc,log_soc,ind_0_3,ind_4_5,ind_6_10,ind_11_17,ind_18_24,ind_25_39,ind_40_54,ind_55_64,ind_65_79,ind_80p,ind_inc,codearondo
"127",CRS3035RES1000mN2230000E3981000,"0","83129",3535,1822,255,822.9,57,966,250,79404614.6,126225.1,1394.1,427.9,154.1,380,617.9,640,30,179,121.5,75,186.1,269,211.4,580.1,675,418.9,622.9,369.1,6,"283"
"128",CRS3035RES1000mN2230000E3982000,"0","8312983126",2863,1250,160,354,54,769,172,68028880.6,103800,598,652,152,269.9,369,458.1,1,153,114.5,60.5,168.5,241.5,165,459,557,420,499,175,3,"283"
"129",CRS3035RES1000mN2230000E3983000,"0","83126",2138,857,51,167,50,764,64,58149122.1,83191,139,718,93,156,334,274,0,0,68.5,42.5,114,166.5,147,248.5,460,303,452,135,1,"283"
"130",CRS3035RES1000mN2230000E3984000,"0","83126",5410.5,2752,729,1287,119,1169,398,106007244.2,168898,2063,689,1493,581,289,386,3,101,226.5,110,318.5,423.5,381,990,1134,704,764,357,2,"283"
"131",CRS3035RES1000mN2230000E3985000,"0","83126",6676.5,3509,658,1630,103,1417,464,138295532.7,217842,3034,475,787,545,598,1573,6,485,260,132,333,499,460.5,1276,1235,798,1191,486,6,"283"
"132",CRS3035RES1000mN2230000E3986000,"0","83126",3603.5,1719,254,632,68,891,239,77412172.7,123933,1466.9,252.1,107,217,883,509,3,450,126,65,204,285.5,222.9,595,687.9,481.1,706,227.1,3,"283"
"133",CRS3035RES1000mN2230000E3987000,"0","83126",77,37,5,10,1,33,4,2162481,4071,9,28,18,2,12,5,0,0,0.9,1,2.6,3.5,7,4,15,14,20,9,0,"283"
"134",CRS3035RES1000mN2230000E3988000,"0","83137",62,29,2,10,1,22.1,2,1922901.2,2347.1,11,18,11,16.9,1.1,0,0,0,2.9,0,3.1,4,1.1,7,10,10,15,8.9,0,"283"
"135",CRS3035RES1000mN2230000E3989000,"0","83137",201,108,10,47,7,70,13,6259821,9445,86,22,33,57,18,0,0,0,5,1,3.5,11.5,13,20,35,28,54,30,0,"283"
"136",CRS3035RES1000mN2230000E3991000,"1","83137",29,12,1.4,2.6,0.4,8,1.4,1073057.4,1627.6,3.6,8.4,7,1.4,3.6,0,0,0,1.8,0.7,1.1,1.5,2.2,2.2,4.9,8,4,2.6,0,"283"
"137",CRS3035RES1000mN2230000E3992000,"0","8313783062",34.5,17,2.9,6.9,0.9,8,0.9,1197487.8,1556.9,4,13,10.1,2.9,4,0,0,0,2,0.9,1,2.5,1,8,5,5,6.1,3,0,"283"
"138",CRS3035RES1000mN2230000E3992000,"0","8313783062",34.5,17,2.9,6.9,0.9,8,0.9,1197487.8,1556.9,4,13,10.1,2.9,4,0,0,0,2,0.9,1,2.5,1,8,5,5,6.1,3,0,"283"
"139",CRS3035RES1000mN2230000E3993000,"0","83062",191.5,79.9,7,18,5,66.1,12.1,5728866,9356,19.8,60.1,4.9,51.1,12.9,11,0,0,2,4,9.9,11.5,18.1,18.1,26.9,36,41.9,23.1,0,"283"
"140",CRS3035RES1000mN2230000E3994000,"1","8309883062",217,94.5,12.2,31.1,6.6,70.3,5.6,6780086.5,12320.2,17.9,76.6,19.6,34.1,31.4,9.4,0,0,5.5,2,11.6,16.2,21.1,29.7,38.3,36.2,38.2,18.2,0,"283"
"141",CRS3035RES1000mN2230000E3995000,"0","83098",1542,788,88,333,27,479.9,75,39373642.4,60660,569,219,68,150,320,249,1,32,56,21,63.5,101.5,90,233,257,226,343,150,1,"283"
"142",CRS3035RES1000mN2230000E3996000,"0","83098",4108,1988,224,749,63,1023,277,97477702.7,147239,1495,493,187,615.1,521.9,659,5,301,167,80.5,208,276,269.5,664.9,732.1,532,761.1,415.9,1,"283"
"143",CRS3035RES1000mN2230000E3997000,"0","83098",1823,846.2,78.1,280,33.1,480,83.1,46636964.5,65740.1,453.1,393.1,32,72.1,322.9,417.2,2,162,69.9,39.1,70.9,112,138.4,300.5,322.1,316,316.1,136,2,"283"
"144",CRS3035RES1000mN2230000E3998000,"0","830348309883062",241.5,85.9,6.8,13,6.8,57,3.8,6386265,9129.9,29.9,56,42.2,5.2,20.8,16.7,1,0,5.2,3.4,6.3,24.1,23.7,29.1,56,43.2,35.6,14.9,0,"283"
"145",CRS3035RES1000mN2230000E3999000,"0","83034",384.5,181.3,19.1,61.9,7.8,105,20.1,10573686.6,17392.1,82.2,99.1,16.1,55.1,36.1,68.3,5.7,0,17.7,10.1,15.2,30.6,18.6,61.1,76.9,54.1,71.2,29,0,"283"
"146",CRS3035RES1000mN2230000E4000000,"0","83034",226.5,106,8,29.1,3,93.9,7,7618646,12893,16.1,89.9,11.9,28.1,39,27,0,0,1.9,1,6,12.4,18,21.1,40.9,39.1,68,18.1,0,"283"
"147",CRS3035RES1000mN2230000E4001000,"0","8303483069",221.5,80.1,12.1,22,11.1,43,12,5528720,7822,30.1,50,20.1,10,14.9,35.1,0,0,11.2,8.9,8.5,19.4,23.6,37.9,41.1,36,23.9,11,0,"283"
"148",CRS3035RES1000mN2230000E4002000,"0","8306983034",99,41,6.9,10.9,4.1,27.1,3.1,2282437.4,3974.2,9.1,31.9,7.9,5,16.9,11.2,0,0,2,0.8,4.8,4,13,15,15,21,14.2,9.2,0,"283"
"149",CRS3035RES1000mN2230000E4003000,"0","83069",360,165,13,58,6,114.9,12,9302139.1,15744.8,69.8,95.2,15.8,16.1,45.1,85.8,2.2,0,8.9,4,13,26.4,16,46.5,79,70,60.1,36.1,0,"283"
"150",CRS3035RES1000mN2230000E4004000,"0","83069",5078,2499,300,1019,98,1141,342,114778938.1,181141,2095,404,205,166.9,912,1211.1,4,420,192.5,112.5,258,399,358,871,949.9,602,914,420.1,1,"283"
"151",CRS3035RES1000mN2230000E4005000,"0","83069",2771,1591,164,821.1,25.9,919,187,63395230.3,105098.9,1524,67,54.9,248,961.1,323,4,32,89.5,42.1,112.2,131.5,146.7,386.1,490.9,314.9,659,397.1,1,"283"
"152",CRS3035RES1000mN2230000E4006000,"0","83069",136.5,60,12.3,16.8,0.9,33.2,6,3279539.2,5385.8,28.9,31.1,24.7,7,5.9,22.4,0,0,3.1,0,6,7.6,10,19.9,29.9,20.1,28.6,11.3,0,"283"
"153",CRS3035RES1000mN2230000E4007000,"0","83069",131,53.3,5.8,15,4.8,30.2,8,2897169.9,4256,23.2,30.1,12.8,13,13.1,13.3,1.1,0,5.6,1.7,5.9,6,13.2,20.3,27.1,19,18,14.2,0,"283"
"154",CRS3035RES1000mN2230000E4008000,"0","83069",240.5,116,16.1,45.9,7.9,67.5,17.9,5702570.7,9168.9,47.3,68.7,28.2,24,40,16,7.8,12,6,2.3,7.7,11.9,25.2,23.2,52.9,38.2,51.1,22,0,"283"
"155",CRS3035RES1000mN2230000E4009000,"0","83069",258,127,19.1,45.9,3.1,77.1,13.9,6271076.2,10179.1,24.9,102.1,10.9,18.1,74,20,4,13,6.5,2.6,11.9,14,12,21.9,52,49,74,14.1,0,"283"
"156",CRS3035RES1000mN2230000E4010000,"0","83069",404,221,54,108.9,9,76,35.1,8348241.7,15397,175,46,7,150,24,38,2,86,6,7,20.6,33.5,21.1,48,78,64.9,83.9,41,0,"283"
"157",CRS3035RES1000mN2230000E4014000,"0","83071",246,167,32,107,1,90,7,5521668,6814,158,9,3,8,95,61,0,0,2,4,4,1,6,23,40,47,99,19,1,"283"
"158",CRS3035RES1000mN2230000E4017000,"1","83019",4,2.1,0.1,0.8,0.1,0.9,0.2,143600.6,273.9,0.2,1.9,0.4,0.2,0.9,0.6,0,0,0.1,0,0.1,0.2,0,0.4,0.5,0.7,1.2,0.8,0,"283"
"159",CRS3035RES1000mN2230000E4019000,"1","83019",3,1.2,0.1,0.6,0.3,0.5,0.1,112050.9,288.3,0.4,0.8,0,0.2,0,0.7,0.3,0,0.1,0.2,0.3,0.1,0.3,0.5,0.6,0.3,0.1,0.5,0,"283"
"160",CRS3035RES1000mN2230000E4022000,"1","83019",89,43,4.7,17,4,35.6,1.8,2447334.7,3792.4,6.1,36.9,3.5,1,8,30.5,0,0,1,1,2.5,2.8,4.5,9,16.4,16.3,26.4,9.1,0,"283"
"161",CRS3035RES1000mN2230000E4023000,"0","83019",231.5,116.1,16.1,35,1.9,78,6.9,6481716.2,11275,32.9,83.2,3.1,10,28.9,74.1,0,0,2.9,4.4,2.9,7.4,10.7,19.1,34.1,45.9,85,19.1,0,"283"
"162",CRS3035RES1000mN2230000E4024000,"0","83019",57,40,5,24,0,33,1,1602927.8,1769,40,0,0,15,21,4,0,0,0,0,1,0,0,3,8,9,25,11,0,"283"
"163",CRS3035RES1000mN2230000E4024000,"0","83019",57,40,5,24,0,33,1,1602927.8,1769,40,0,0,15,21,4,0,0,0,0,1,0,0,3,8,9,25,11,0,"283"
"164",CRS3035RES1000mN2231000E3979000,"0","83129",2327,1353,162,679,20,834.9,127.1,56551779,88265.1,1029,324,15,408.9,645,284.1,0,22,53.5,28,72.4,102.1,109,313.1,364.9,327.1,675,280.9,1,"283"
"165",CRS3035RES1000mN2231000E3980000,"0","83129",2890,1396,137,498,43,962,121,74345056.2,115504,539,857,39,233,719,404,1,32,70,47.5,114.5,189.5,147,383,516.5,438,690,294,0,"283"
"166",CRS3035RES1000mN2231000E3981000,"0","83129",708,291.9,30.9,70.9,16.9,191.1,26.9,17585483.1,26379.2,83,208.9,30.9,16.1,85,158.9,1,27,27.1,17.4,45.9,50.9,49.4,103,155.1,107.1,127.1,24,1,"283"
"167",CRS3035RES1000mN2231000E3982000,"0","8312683129",1632,692,54.1,173,32,565,58,41383365.5,64378,270,422,19.9,67,344.1,256.9,4.1,0,47,28.5,81.1,123.9,105.5,226,318,257,318,127,0,"283"
"168",CRS3035RES1000mN2231000E3983000,"0","83126",7698.5,3254,757,1072,293,1436,530,141743811,233805,2950,304,62,1168,956,1064,4,1073,373.9,207,578,728.5,505,1463,1461,838,1054.1,471,19,"283"
"169",CRS3035RES1000mN2231000E3984000,"0","83126",5954,2776,691,1119,201.9,1092,434.1,109092406,180752,2403.9,372.1,349,1008,657,759,3,801,303.4,154.5,389,497.4,383.5,1077,1125.1,667.1,896,455,6,"283"
"170",CRS3035RES1000mN2231000E3985000,"0","83126",28,12,4,5,1,9,0,691782,1088,6,6,9,3,0,0,0,0,0,1,1,0,4,3,6,5,3,5,0,"283"
"171",CRS3035RES1000mN2231000E3985000,"0","83126",28,12,4,5,1,9,0,691782,1088,6,6,9,3,0,0,0,0,0,1,1,0,4,3,6,5,3,5,0,"283"
"172",CRS3035RES1000mN2231000E3988000,"0","83137",43.5,21,2,8,2,13,1,1121314.6,1421,15,6,5,3,0,13,0,0,2,0,3.5,3,1,7,10,4,10,3,0,"283"
"173",CRS3035RES1000mN2231000E3989000,"0","83137",9554.5,5506,782,3001,169,2507,582,237237206.3,361500,5089,417,1678,2522,798,501,7,280,342.5,158.5,415.5,515.5,550.5,1579,1685,1155,1933,1213,7,"283"
"174",CRS3035RES1000mN2231000E3990000,"0","83137",4385.5,2108,225,843,119,1130,292,117292006.7,163627,1766,342,420,1125,236,325,2,344,196.5,97,227.5,351.5,279,704,844,543,749,393,1,"283"
"175",CRS3035RES1000mN2231000E3991000,"1","83137",2752,1331,95.7,556.3,77.6,933,107.7,84954559.5,117651.4,894.5,436.5,256.9,233.7,386.4,451,3,0,70.2,45.9,154.5,204,192.2,367.8,508.2,386,586.9,235.3,1,"283"
"176",CRS3035RES1000mN2231000E3992000,"0","8313783062",1864,842,60,284,51.9,643,74.9,60233149,88715,367,475,168,179,276.9,217.1,1,0,57.9,39.4,93,131.6,134.5,214,342.5,267,427,157.1,0,"283"
"177",CRS3035RES1000mN2231000E3993000,"0","8306283137",2646,1135,95,336,72,885,124,76239069.2,107947,340,795,142,415,336,239,3,0,75,51,139,218.5,211.5,300,519,433,472,227,0,"283"
"178",CRS3035RES1000mN2231000E3994000,"0","8306283098",1650,692,34,177,47,590.9,48,47994652.9,69632,103,589,61,56,442,129,4,0,39.5,24,77.4,135,105,199.1,298,234,387,151,0,"283"
"179",CRS3035RES1000mN2231000E3995000,"0","8306283098",720.5,311.1,30,86.9,22,217.9,29.9,19539911.7,29266.9,115.1,196,31.2,77.1,137,63,2.8,0,20,15.8,37,44.1,33.6,114.1,116,118.9,150,70,1,"283"
"180",CRS3035RES1000mN2231000E3996000,"0","8309883062",677.5,329.9,25,98.1,5,255,52.1,16566371.5,26240,190.9,139,8.9,143,155.9,22.1,0,0,19.5,20.5,27.1,38,34.5,104.9,130,111.9,139,52.1,0,"283"
"181",CRS3035RES1000mN2231000E3997000,"0","8309883062",220,89,6,23.2,8,70.9,9.7,5918559.5,8653,19.1,69.9,13.3,19,29.6,27.1,0,0,1.8,1.1,10.2,18,15.2,21.1,50.8,34.7,48.8,18.3,0,"283"
"182",CRS3035RES1000mN2231000E3998000,"0","83062830348304783098",152,57.9,10.9,15.1,4.2,40.8,9,3595738.7,6055.9,16.9,41,19.2,10.2,12.7,15.8,0,0,5.7,0.7,8.8,15.7,14.1,23.4,34.1,27.8,15.8,5.9,0,"283"
"183",CRS3035RES1000mN2231000E3999000,"0","830348304783062",130.5,63,9.8,22.9,2,34.9,9.9,3225940.2,5573.2,31.2,31.8,20.9,1.3,5.9,34.9,0,0,2.1,1,1.3,13.8,9.8,23,26.9,26.9,20.9,4.8,0,"283"
"184",CRS3035RES1000mN2231000E4000000,"0","8304783034",1174,512,30,134,15,417,52,32403351,47428,104,408,39,53,232,186,2,0,30.9,14.5,60.5,93,90,156,245,201,192,91.1,0,"283"
"185",CRS3035RES1000mN2231000E4001000,"0","830698304783034",895.5,386.1,35.2,103.1,17,315,34,23106857,36475.1,63.1,323,24.2,10.1,269.8,81.3,0.7,0,19.5,13,42.4,65.1,60.9,87.2,173.7,147.9,211.9,73.9,0,"283"
"186",CRS3035RES1000mN2231000E4002000,"0","83069",239,117.3,22.8,51.9,5,58.3,9.1,5809144.2,9713.9,49.6,67.7,53.2,8.3,22.3,33.5,0,0,5.3,2.2,4.3,14.2,20.8,37,52,45,37.2,21,0,"283"
"187",CRS3035RES1000mN2231000E4003000,"0","83069",600.5,274.1,34,95.8,17.8,144.1,31.9,13522854.6,20979.3,168,106.1,35,6.1,72.8,156.2,4,30,20.9,8.6,29.7,44.2,50.3,99.9,117.9,83.1,107.2,38.7,0,"283"
"188",CRS3035RES1000mN2231000E4004000,"0","83069",3373.5,1836,228,857,50,1113.1,206,84985479.4,141202,1495,341,423.1,436.9,451,518,7,19,90,45.5,112,215.5,206.1,422.4,595,413,803,468,3,"283"
"189",CRS3035RES1000mN2231000E4005000,"0","83069",8278.5,5074,925,2932,90,2150,595,184601261.3,314316,4835,239,1630,810,1297,1297,40,183,195.5,102.5,284.5,482,497,1186,1381,1027,1857,1262,4,"283"
"190",CRS3035RES1000mN2231000E4006000,"0","83069",3678,1640,238,556,105,792,216,79764772.5,127332.1,1190,450,86,461,532,558,3,436,145.4,87.5,216,290.5,258.5,591,619.1,496,681,287,6,"283"
"191",CRS3035RES1000mN2231000E4007000,"0","83069",737,365.6,62.8,152.6,14,219.9,40,16004502,24465.1,249.2,116.4,24.6,261,67.1,11.8,1.1,0,29.5,14.1,37.8,47.6,44.9,124,151.8,99.2,131.1,57,0,"283"
"192",CRS3035RES1000mN2231000E4008000,"0","83069",179,71,7.1,20,5.1,51.9,5,4311485.3,6395,22.9,48.1,25.9,7.1,21,17,0,0,4,2.1,12.9,14,12.1,27.2,39.8,25.9,25,16,0,"283"
"193",CRS3035RES1000mN2231000E4009000,"0","83069",171.5,87.9,14.1,34.9,1,36,9.1,4049761.8,6194,47.7,40.2,35,8.9,13.9,21,9.1,0,6.1,1.6,4.4,8.8,9.2,25,42.1,33,33.4,7.9,0,"283"
"194",CRS3035RES1000mN2231000E4010000,"0","83069",103,61,12,32,1,45,4,2317402.8,4682,28,33,2,23,25,11,0,1,6,0,1,2,4,6,13,16,35,20,0,"283"
"195",CRS3035RES1000mN2231000E4011000,"0","8306983071",97.5,57,10,32,0,27,7,2183702.1,2484,49.9,7.1,13,4.1,20.9,19,0,0,2,2,5,0.5,8,13,23.1,24,11.9,8,0,"283"
"196",CRS3035RES1000mN2231000E4013000,"0","8307183069",114,45.1,4.9,10,4.9,33,2.2,3243570.2,5536.1,9.1,36,2.1,2.2,20.8,20,0,0,3.4,2.4,5.2,6,9,15,15.8,13.9,34.2,9.1,0,"283"
"197",CRS3035RES1000mN2231000E4014000,"0","83071",693,387.9,44,175.9,4,271,27.9,17110426.7,24218.1,177,210.9,2.1,19,208.9,156.9,1,0,12.5,3,17.4,24.5,49.5,54.9,124.1,101.2,223.9,82,0,"283"
"198",CRS3035RES1000mN2231000E4015000,"0","83071",382.5,217.1,11.1,100.1,4.9,180,9.9,9806670.6,12834.9,123.1,94,83.1,1,100,32,1,4,4.9,4.6,4,15,14,33.1,60,78.1,132.9,35.9,0,"283"
"199",CRS3035RES1000mN2231000E4016000,"1","8307183019",33,16.9,0.9,6.2,0.9,7.1,1.8,1184704.5,2260.1,1.7,15.2,3.6,1.8,7,4.5,0,0,0.8,0,0.9,1.8,0,3.5,4.5,5.4,9.8,6.3,0,"283"
"200",CRS3035RES1000mN2231000E4018000,"1","83019",12,5.1,0.5,2.3,0.9,1.8,0.5,448203.6,1152.9,1.9,3.2,0,0.9,0,3.3,0.9,0,0.5,0.9,1.4,0.5,0.9,1.8,2.3,1.4,0.5,1.8,0,"283"
"201",CRS3035RES1000mN2231000E4021000,"0","83019",69.5,32.9,6.1,10,0.9,22.9,2,2008996,4478.8,4.9,28,1,2,11.9,18,0,0,0,1.5,0,6,9,6.1,18.8,10.8,11.1,6.2,0,"283"
"202",CRS3035RES1000mN2231000E4022000,"1","83019",3,2,0.3,1,0,1.3,0.1,76176.6,142.7,0.9,1.1,0.5,0,0,1.5,0,0,0,0,0,0.1,0.1,0,0.6,0.7,0.6,0.9,0,"283"
"203",CRS3035RES1000mN2231000E4023000,"0","8301983070",941.5,571,94,312,11,409.1,40.1,22417009.2,32849,419,152,19,54,310,187,1,0,12,6.6,32.5,35.5,45.8,105.1,143.1,119.8,330.1,111,0,"283"
"204",CRS3035RES1000mN2231000E4024000,"0","8307083019",187,118,32,67,1,64,9.9,4315522.7,6412.9,112,6,4,62,40,11,1,0,1,1.5,5.5,9.9,9.1,21,29,37,51,22,0,"283"
"205",CRS3035RES1000mN2231000E4024000,"0","8307083019",187,118,32,67,1,64,9.9,4315522.7,6412.9,112,6,4,62,40,11,1,0,1,1.5,5.5,9.9,9.1,21,29,37,51,22,0,"283"
"206",CRS3035RES1000mN2232000E3976000,"0","83123",24,12,0,1,0,11,1,914848,2194,0,12,2.9,5,3,1.1,0,0,0,0,0,0,1,1.1,2,2.9,14.1,2.9,0,"283"
"207",CRS3035RES1000mN2232000E3977000,"0","83123",531,288,35.9,123.9,3,197,18.9,15718124.8,25430,181,107,41,148,41,58,0,0,5,8.5,15,29.5,17,40,74,89,188,65,0,"283"
"208",CRS3035RES1000mN2232000E3978000,"0","8312383129",1418.5,883,157,502,6,395,94,34665953.5,55954,818,65,275,176,128,300,4,54,20.5,15.5,41,48.5,65,119,214,173,419,303,0,"283"
"209",CRS3035RES1000mN2232000E3979000,"0","8312983123",2427.5,1425,151,714,24,874,109,61857034.5,102466,1115.9,309.1,24,671,358,371,1,4,46.5,22,59.5,91.5,104.1,203.1,322,354.9,751.9,472,0,"283"
"210",CRS3035RES1000mN2232000E3980000,"0","83129",919.5,412.1,29,106,10.9,330,36,26393924.2,41649,69.1,343,31.9,84.1,178.1,117,1,0,26,7.5,39.5,65.6,45.8,108.9,170.1,133.1,225,98,0,"283"
"211",CRS3035RES1000mN2232000E3981000,"0","83129",253,100,12.1,32,10.1,61.8,6.7,6238795,9722.1,27.8,72.2,25.2,12,20.1,42.7,0,0,14.1,11.8,8.4,15.6,21.6,45.2,54.3,34.1,36.8,11.1,0,"283"
"212",CRS3035RES1000mN2232000E3982000,"0","8312683129",232,117.1,14.9,45.9,3.9,62.8,13.1,5599861,9282.1,83.1,34,20.8,15.2,12.7,67.4,1,0,10,2.5,9.2,13.6,16.9,56.2,45.8,43,25.7,9.1,0,"283"
"213",CRS3035RES1000mN2232000E3983000,"0","8312683090",3661.5,1217.1,590.9,284.9,268,100,211,51524583.1,87677.9,1177.3,39.8,28.1,142.9,736.1,309,1,1040,199.6,148.5,331.6,467.6,221.6,670.9,664.1,390.8,415,124.8,27,"283"
"214",CRS3035RES1000mN2232000E3984000,"0","8312683090",2926.5,1467,270,688,79,476.1,162.9,56403223.2,84555.9,1305.1,161.9,79.8,43.1,167.1,1177,0,326,204,85.9,167.7,183.9,266.2,862.9,501.1,311.9,276,62.9,4,"283"
"215",CRS3035RES1000mN2232000E3985000,"0","831378312683090",354,152.9,34.1,47.1,12,81,20,7722817.3,11145.1,73,79.9,87.9,8,7.1,48.9,1,0,13,4,23.5,26.5,34.1,54.1,82.9,54.9,46,15,0,"283"
"216",CRS3035RES1000mN2232000E3988000,"0","83137",72,40,10,28,3,3,4,1464265.1,1640,40,0,36,0,0,4,0,0,4,1,4,1,16,22,11,10,3,0,0,"283"
"217",CRS3035RES1000mN2232000E3988000,"0","83137",72,40,10,28,3,3,4,1464265.1,1640,40,0,36,0,0,4,0,0,4,1,4,1,16,22,11,10,3,0,0,"283"
"218",CRS3035RES1000mN2232000E3989000,"0","83137",10992.5,6341,2089,3654.1,245,1664,737,192242067.8,362850,6331,10,2849,1251,1253,953,35,968,392.9,215.5,485.9,667,850.9,2028.1,1852,1493.2,2043,960,4,"283"
"219",CRS3035RES1000mN2232000E3990000,"0","83137",13290,6789,1419,3268,348,2558,1013,259126698.9,426461,6415,374,1647,2020,1654,1453,15,1188,663.5,320,801,1013.5,974,2540,2375,1647,1946,1003,7,"283"
"220",CRS3035RES1000mN2232000E3991000,"0","83137",6554,3249,519,1428,134,1740,443,145283824.6,223451,2743,506,528,1121,897,700,3,309,270.5,174,390.5,474.5,446.5,1245,1248,769,1080,452,4,"283"
"221",CRS3035RES1000mN2232000E3992000,"0","83137",4131,2080,202,886,77,1221,246,101465010.9,148788,1431,649,381,598,498,603,0,79,157.5,73.5,177,286,306,748,750,605,682,345,1,"283"
"222",CRS3035RES1000mN2232000E3993000,"0","831378306283144",3872.5,1651,264,519,126,989,192,87277071.2,129738,1100,551,101,573,588,387,2,242,173.5,102,250,314,238,672,749,491,626,245,12,"283"
"223",CRS3035RES1000mN2232000E3994000,"0","8306283144",3005,1383,85,463,51,1042,90,83471707.9,117642,610,773,69,299,480,525,10,14,109.5,38,128.5,195,215,476,553,470,548,270,2,"283"
"224",CRS3035RES1000mN2232000E3995000,"0","83062",7195.5,3518,759,1478,167,1438,522,142104074.5,230913,3186,332,385,1134,1155,838,6,951,308,161,436.5,570,480.5,1350.5,1286,897,1142,561,3,"283"
"225",CRS3035RES1000mN2232000E3996000,"0","8306283098",1383,604,55.9,181.9,32,422.2,85.9,31221847.7,43963,513.7,90.3,8.9,49.8,399.3,146,0,38,70.7,31,89.3,127.6,76.6,248.7,257.9,180.2,208.9,91.1,1,"283"
"226",CRS3035RES1000mN2232000E3997000,"0","83062",60,30,4,14,2,13,2,1819082.4,2194,10.9,19.1,10.8,9,8,2.2,0,0,2,0,0,4,4,10,14,14,7,5,0,"283"
"227",CRS3035RES1000mN2232000E3998000,"0","8304783062",273.5,116.9,15.9,40.9,8.2,59.9,10.9,6177130.6,10137.1,42.9,74,33,9.9,38.1,33,2.9,0,12.1,7.8,8.3,15.6,23.3,50.8,53.5,51,41.1,10,0,"283"
"228",CRS3035RES1000mN2232000E3999000,"0","83047",338,136.6,14.8,29.9,6.9,101.4,19.8,9305071.4,13387.9,27.7,108.9,39.7,8.7,21,67.2,0,0,11.8,11.8,23.8,28.8,14.9,56.6,77,42.2,58.2,12.9,0,"283"
"229",CRS3035RES1000mN2232000E4000000,"0","83047",1375.5,528,46,94.8,28.9,419,54.9,36699948.7,51015.2,105.2,422.8,35,16,50.2,423.8,3,14,48.9,29.5,75.6,138.4,118.9,201,338,212.1,168.2,41.9,3,"283"
"230",CRS3035RES1000mN2232000E4001000,"0","8304783069",214,92.9,16.1,33,7.2,57.8,8.2,5155337.1,8982.8,33.8,59.1,22.2,7.3,22.7,37.9,2.8,0,9.7,4.1,11.2,9.2,26,33.9,36,47,23,13.9,0,"283"
"231",CRS3035RES1000mN2232000E4002000,"0","83069",640.5,265.1,40,80,22.9,128.2,35.1,14218997.4,21367.9,161.4,103.7,77,22,25.2,137.9,3,41,38.1,12.4,54.1,55.9,34.8,121.9,128,83,90.1,22.2,0,"283"
"232",CRS3035RES1000mN2232000E4003000,"0","83069",2817,1316.1,181,465.9,51.1,674.1,186,65379723.5,103287,765.1,551,72.1,59,721,461,3,409,82,48,149.5,212.5,213,441,514,439,539,179,0,"283"
"233",CRS3035RES1000mN2232000E4004000,"1","83069",1763,860.4,85.9,317,36.4,539.3,98.8,45878601.7,69042.4,593.4,267,93.4,318.5,191.6,256.9,0,0,61.8,32.8,62,139,94.7,283.3,315.8,248.2,377.2,148.2,0,"283"
"234",CRS3035RES1000mN2232000E4005000,"0","83069",1991,1028,151,429,28,584,112,52754722.4,81512,700.1,327.9,375.1,214,96,340.9,2,31,50.6,24,61.4,122.5,145.5,236,368,314.9,480.1,188,0,"283"
"235",CRS3035RES1000mN2232000E4006000,"0","83069",3686.5,1615,437,591,151,490,237,71454664.6,118947,1337,278,61,593,507,450,4,799,168.5,93.5,228,326,243.9,582.5,704,498,613.1,222,7,"283"
"236",CRS3035RES1000mN2232000E4007000,"0","83069",1587.5,766,129,313,36,309,106,33385730.1,53832.9,602.1,163.9,13.9,31,308.1,413,0,205,61.5,38.5,89.1,122,132.4,271.1,330.8,207,250.1,82,3,"283"
"237",CRS3035RES1000mN2232000E4008000,"0","83069",88.5,44.1,10.7,18.7,1,20.2,1,2120210.6,4092.7,18.8,25.3,19.2,7.1,8.8,5.9,3.1,0,1.7,3.1,7.1,6.3,0,17.8,14.2,20.4,12.8,5.1,0,"283"
"238",CRS3035RES1000mN2232000E4009000,"0","83069",105,48.9,6.9,21.9,1.9,15.9,5.9,2245482.4,3500.1,27.9,21,22.9,4.1,11.9,9.1,0.9,0,2.7,3.1,5,9.9,5,16.8,19.1,15.2,24,4.2,0,"283"
"239",CRS3035RES1000mN2232000E4010000,"1","8306983071",62.5,26.9,4.6,9.3,0.9,12.1,4.6,1601667.4,2248.1,15.7,11.2,15.7,0.9,2.8,6.5,1,0,1.9,0,2.2,4.6,11.1,6.5,19.4,8.4,6.5,1.9,0,"283"
"240",CRS3035RES1000mN2232000E4011000,"0","8307183069",67,31,3,14.9,3,24.1,1.1,1751055.4,3146,9.9,21.1,1.9,5,20.1,4,0,0,3,1.1,0,4.3,5.6,11.9,14.2,7.9,12,7,0,"283"
"241",CRS3035RES1000mN2232000E4012000,"0","83071",195,86,9.1,17.1,3,67.1,6.9,4570339.3,7974.1,7.1,78.9,11,2,54,18,1,0,2,3,9.1,9,12.9,20.9,35.1,44.9,44.1,14,0,"283"
"242",CRS3035RES1000mN2232000E4013000,"0","83071",972,498.9,53.9,181.1,5.9,358.9,41,23229185.1,37395,114.9,384,0.9,2,155.1,339.9,1,50,19.5,6.5,26.5,48,64.5,92.1,167.9,164.9,265,117.1,0,"283"
"243",CRS3035RES1000mN2232000E4014000,"0","83071",1074,544,122,230,23,211,72,21417196.4,34568,389,155,0,208,179,156,1,221,29.5,23.5,43,78.5,65.5,137,199,159,226,112,1,"283"
